source_desc,county_ansi,asd_desc,load_time,commodity_desc,prodn_practice_desc,asd_code,reference_period_desc,util_practice_desc,country_code,week_ending,year,unit_desc,sector_desc,location_desc,Value,domain_desc,state_fips_code,end_code,state_name,freq_desc,group_desc,class_desc,state_ansi,watershed_desc,zip_5,agg_level_desc,congr_district_code,county_name,region_desc,CV (%),statisticcat_desc,state_alpha,county_code,domaincat_desc,short_desc,country_name,watershed_code,begin_code,error
CENSUS,,,2018-02-01 00:00:00.000,EGGS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2019-01-01,$,ANIMALS & PRODUCTS,ARKANSAS,,ORGANIC STATUS,5.0,0.0,ARKANSAS,ANNUAL,POULTRY,ALL CLASSES,5.0,,,STATE,,,,38.6,SALES,AR,,ORGANIC STATUS: (NOP USDA CERTIFIED),"EGGS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2018-02-01 00:00:00.000,"POULTRY, OTHER",ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2019-01-01,$,ANIMALS & PRODUCTS,ARKANSAS,,ORGANIC STATUS,5.0,0.0,ARKANSAS,ANNUAL,POULTRY,ALL CLASSES,5.0,,,STATE,,,,35.2,SALES,AR,,ORGANIC STATUS: (NOP USDA CERTIFIED),"POULTRY, OTHER, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2018-02-01 00:00:00.000,CHICKENS,ALL PRODUCTION PRACTICES,,YEAR,ALL UTILIZATION PRACTICES,9510.0,,2018-01-01,$,ANIMALS & PRODUCTS,AMERICAN SAMOA,,AREA OPERATED,60.0,0.0,AMERICAN SAMOA,ANNUAL,POULTRY,ALL CLASSES,60.0,,,PUERTO RICO & OUTLYING AREAS,,,AMERICAN SAMOA,(D),SALES,AS,,AREA OPERATED: (1.0 TO 2.0 ACRES),"CHICKENS - SALES, MEASURED IN $",AMERICAN SAMOA,0.0,0.0,
CENSUS,,,2018-02-01 00:00:00.000,CHICKENS,ALL PRODUCTION PRACTICES,,YEAR,ALL UTILIZATION PRACTICES,9510.0,,2018-01-01,$,ANIMALS & PRODUCTS,AMERICAN SAMOA,,AREA OPERATED,60.0,0.0,AMERICAN SAMOA,ANNUAL,POULTRY,ALL CLASSES,60.0,,,PUERTO RICO & OUTLYING AREAS,,,AMERICAN SAMOA,(D),SALES,AS,,AREA OPERATED: (10.0 TO 19.0 ACRES),"CHICKENS - SALES, MEASURED IN $",AMERICAN SAMOA,0.0,0.0,
CENSUS,,,2018-02-01 00:00:00.000,CHICKENS,ALL PRODUCTION PRACTICES,,YEAR,ALL UTILIZATION PRACTICES,9510.0,,2018-01-01,$,ANIMALS & PRODUCTS,AMERICAN SAMOA,,AREA OPERATED,60.0,0.0,AMERICAN SAMOA,ANNUAL,POULTRY,ALL CLASSES,60.0,,,PUERTO RICO & OUTLYING AREAS,,,AMERICAN SAMOA,(D),SALES,AS,,AREA OPERATED: (20.0 TO 39.0 ACRES),"CHICKENS - SALES, MEASURED IN $",AMERICAN SAMOA,0.0,0.0,
CENSUS,,,2018-02-01 00:00:00.000,CHICKENS,ALL PRODUCTION PRACTICES,,YEAR,ALL UTILIZATION PRACTICES,9510.0,,2018-01-01,$,ANIMALS & PRODUCTS,AMERICAN SAMOA,600.0,AREA OPERATED,60.0,0.0,AMERICAN SAMOA,ANNUAL,POULTRY,ALL CLASSES,60.0,,,PUERTO RICO & OUTLYING AREAS,,,AMERICAN SAMOA,91.8,SALES,AS,,AREA OPERATED: (3.0 TO 4.0 ACRES),"CHICKENS - SALES, MEASURED IN $",AMERICAN SAMOA,0.0,0.0,
CENSUS,,,2018-02-01 00:00:00.000,CHICKENS,ALL PRODUCTION PRACTICES,,YEAR,ALL UTILIZATION PRACTICES,9510.0,,2018-01-01,$,ANIMALS & PRODUCTS,AMERICAN SAMOA,,AREA OPERATED,60.0,0.0,AMERICAN SAMOA,ANNUAL,POULTRY,ALL CLASSES,60.0,,,PUERTO RICO & OUTLYING AREAS,,,AMERICAN SAMOA,(D),SALES,AS,,AREA OPERATED: (5.0 TO 7.0 ACRES),"CHICKENS - SALES, MEASURED IN $",AMERICAN SAMOA,0.0,0.0,
CENSUS,,,2018-02-01 00:00:00.000,CHICKENS,ALL PRODUCTION PRACTICES,,YEAR,ALL UTILIZATION PRACTICES,9510.0,,2018-01-01,$,ANIMALS & PRODUCTS,AMERICAN SAMOA,,AREA OPERATED,60.0,0.0,AMERICAN SAMOA,ANNUAL,POULTRY,ALL CLASSES,60.0,,,PUERTO RICO & OUTLYING AREAS,,,AMERICAN SAMOA,64.6,SALES,AS,,AREA OPERATED: (LESS THAN 1.0 ACRES),"CHICKENS - SALES, MEASURED IN $",AMERICAN SAMOA,0.0,0.0,
CENSUS,,,2018-02-01 00:00:00.000,CHICKENS,ALL PRODUCTION PRACTICES,,YEAR,ALL UTILIZATION PRACTICES,9510.0,,2018-01-01,$,ANIMALS & PRODUCTS,AMERICAN SAMOA,,FARM SALES,60.0,0.0,AMERICAN SAMOA,ANNUAL,POULTRY,ALL CLASSES,60.0,,,PUERTO RICO & OUTLYING AREAS,,,AMERICAN SAMOA,(D),SALES,AS,,"FARM SALES: (1,200 TO 2,499 $)","CHICKENS - SALES, MEASURED IN $",AMERICAN SAMOA,0.0,0.0,
CENSUS,,,2018-02-01 00:00:00.000,CHICKENS,ALL PRODUCTION PRACTICES,,YEAR,ALL UTILIZATION PRACTICES,9510.0,,2018-01-01,$,ANIMALS & PRODUCTS,AMERICAN SAMOA,,FARM SALES,60.0,0.0,AMERICAN SAMOA,ANNUAL,POULTRY,ALL CLASSES,60.0,,,PUERTO RICO & OUTLYING AREAS,,,AMERICAN SAMOA,49.7,SALES,AS,,"FARM SALES: (10,000 OR MORE $)","CHICKENS - SALES, MEASURED IN $",AMERICAN SAMOA,0.0,0.0,
CENSUS,,,2018-02-01 00:00:00.000,CHICKENS,ALL PRODUCTION PRACTICES,,YEAR,ALL UTILIZATION PRACTICES,9510.0,,2018-01-01,$,ANIMALS & PRODUCTS,AMERICAN SAMOA,,FARM SALES,60.0,0.0,AMERICAN SAMOA,ANNUAL,POULTRY,ALL CLASSES,60.0,,,PUERTO RICO & OUTLYING AREAS,,,AMERICAN SAMOA,59.6,SALES,AS,,FARM SALES: (100 TO 499 $),"CHICKENS - SALES, MEASURED IN $",AMERICAN SAMOA,0.0,0.0,
CENSUS,,,2018-02-01 00:00:00.000,CHICKENS,ALL PRODUCTION PRACTICES,,YEAR,ALL UTILIZATION PRACTICES,9510.0,,2018-01-01,$,ANIMALS & PRODUCTS,AMERICAN SAMOA,,FARM SALES,60.0,0.0,AMERICAN SAMOA,ANNUAL,POULTRY,ALL CLASSES,60.0,,,PUERTO RICO & OUTLYING AREAS,,,AMERICAN SAMOA,54.9,SALES,AS,,"FARM SALES: (2,500 TO 4,999 $)","CHICKENS - SALES, MEASURED IN $",AMERICAN SAMOA,0.0,0.0,
CENSUS,,,2018-02-01 00:00:00.000,CHICKENS,ALL PRODUCTION PRACTICES,,YEAR,ALL UTILIZATION PRACTICES,9510.0,,2018-01-01,$,ANIMALS & PRODUCTS,AMERICAN SAMOA,,FARM SALES,60.0,0.0,AMERICAN SAMOA,ANNUAL,POULTRY,ALL CLASSES,60.0,,,PUERTO RICO & OUTLYING AREAS,,,AMERICAN SAMOA,(H),SALES,AS,,"FARM SALES: (5,000 TO 7,499 $)","CHICKENS - SALES, MEASURED IN $",AMERICAN SAMOA,0.0,0.0,
CENSUS,,,2018-02-01 00:00:00.000,CHICKENS,ALL PRODUCTION PRACTICES,,YEAR,ALL UTILIZATION PRACTICES,9510.0,,2018-01-01,$,ANIMALS & PRODUCTS,AMERICAN SAMOA,,FARM SALES,60.0,0.0,AMERICAN SAMOA,ANNUAL,POULTRY,ALL CLASSES,60.0,,,PUERTO RICO & OUTLYING AREAS,,,AMERICAN SAMOA,(D),SALES,AS,,"FARM SALES: (7,500 TO 9,999 $)","CHICKENS - SALES, MEASURED IN $",AMERICAN SAMOA,0.0,0.0,
CENSUS,,,2018-02-01 00:00:00.000,CHICKENS,ALL PRODUCTION PRACTICES,,YEAR,ALL UTILIZATION PRACTICES,9510.0,,2018-01-01,$,ANIMALS & PRODUCTS,AMERICAN SAMOA,145.0,FARM SALES,60.0,0.0,AMERICAN SAMOA,ANNUAL,POULTRY,ALL CLASSES,60.0,,,PUERTO RICO & OUTLYING AREAS,,,AMERICAN SAMOA,(H),SALES,AS,,FARM SALES: (LESS THAN 100 $),"CHICKENS - SALES, MEASURED IN $",AMERICAN SAMOA,0.0,0.0,
CENSUS,,,2018-02-01 00:00:00.000,CHICKENS,ALL PRODUCTION PRACTICES,,YEAR,ALL UTILIZATION PRACTICES,9510.0,,2018-01-01,$,ANIMALS & PRODUCTS,AMERICAN SAMOA,,TOTAL,60.0,0.0,AMERICAN SAMOA,ANNUAL,POULTRY,ALL CLASSES,60.0,,,PUERTO RICO & OUTLYING AREAS,,,AMERICAN SAMOA,43.9,SALES,AS,,NOT SPECIFIED,"CHICKENS - SALES, MEASURED IN $",AMERICAN SAMOA,0.0,0.0,
CENSUS,,,2018-02-01 00:00:00.000,CHICKENS,ALL PRODUCTION PRACTICES,,YEAR,ALL UTILIZATION PRACTICES,9510.0,,2018-01-01,$,ANIMALS & PRODUCTS,"AMERICAN SAMOA, EASTERN",,TOTAL,60.0,0.0,AMERICAN SAMOA,ANNUAL,POULTRY,ALL CLASSES,60.0,,,PUERTO RICO & OUTLYING AREAS,,,"AMERICAN SAMOA, EASTERN",(D),SALES,AS,,NOT SPECIFIED,"CHICKENS - SALES, MEASURED IN $",AMERICAN SAMOA,0.0,0.0,
CENSUS,,,2018-02-01 00:00:00.000,CHICKENS,ALL PRODUCTION PRACTICES,,YEAR,ALL UTILIZATION PRACTICES,9510.0,,2018-01-01,$,ANIMALS & PRODUCTS,"AMERICAN SAMOA, EASTERN, ITUAU",,TOTAL,60.0,0.0,AMERICAN SAMOA,ANNUAL,POULTRY,ALL CLASSES,60.0,,,PUERTO RICO & OUTLYING AREAS,,,"AMERICAN SAMOA, EASTERN, ITUAU",(D),SALES,AS,,NOT SPECIFIED,"CHICKENS - SALES, MEASURED IN $",AMERICAN SAMOA,0.0,0.0,
CENSUS,,,2018-02-01 00:00:00.000,CHICKENS,ALL PRODUCTION PRACTICES,,YEAR,ALL UTILIZATION PRACTICES,9510.0,,2018-01-01,$,ANIMALS & PRODUCTS,"AMERICAN SAMOA, EASTERN, MAOPUTASI",,TOTAL,60.0,0.0,AMERICAN SAMOA,ANNUAL,POULTRY,ALL CLASSES,60.0,,,PUERTO RICO & OUTLYING AREAS,,,"AMERICAN SAMOA, EASTERN, MAOPUTASI",(D),SALES,AS,,NOT SPECIFIED,"CHICKENS - SALES, MEASURED IN $",AMERICAN SAMOA,0.0,0.0,
CENSUS,,,2018-02-01 00:00:00.000,CHICKENS,ALL PRODUCTION PRACTICES,,YEAR,ALL UTILIZATION PRACTICES,9510.0,,2018-01-01,$,ANIMALS & PRODUCTS,"AMERICAN SAMOA, WESTERN",,TOTAL,60.0,0.0,AMERICAN SAMOA,ANNUAL,POULTRY,ALL CLASSES,60.0,,,PUERTO RICO & OUTLYING AREAS,,,"AMERICAN SAMOA, WESTERN",(D),SALES,AS,,NOT SPECIFIED,"CHICKENS - SALES, MEASURED IN $",AMERICAN SAMOA,0.0,0.0,
CENSUS,,,2018-02-01 00:00:00.000,CHICKENS,ALL PRODUCTION PRACTICES,,YEAR,ALL UTILIZATION PRACTICES,9510.0,,2018-01-01,$,ANIMALS & PRODUCTS,"AMERICAN SAMOA, WESTERN, LEALATAUA",,TOTAL,60.0,0.0,AMERICAN SAMOA,ANNUAL,POULTRY,ALL CLASSES,60.0,,,PUERTO RICO & OUTLYING AREAS,,,"AMERICAN SAMOA, WESTERN, LEALATAUA",(D),SALES,AS,,NOT SPECIFIED,"CHICKENS - SALES, MEASURED IN $",AMERICAN SAMOA,0.0,0.0,
CENSUS,,,2018-02-01 00:00:00.000,CHICKENS,ALL PRODUCTION PRACTICES,,YEAR,ALL UTILIZATION PRACTICES,9510.0,,2018-01-01,$,ANIMALS & PRODUCTS,"AMERICAN SAMOA, WESTERN, LEASINA",,TOTAL,60.0,0.0,AMERICAN SAMOA,ANNUAL,POULTRY,ALL CLASSES,60.0,,,PUERTO RICO & OUTLYING AREAS,,,"AMERICAN SAMOA, WESTERN, LEASINA",(H),SALES,AS,,NOT SPECIFIED,"CHICKENS - SALES, MEASURED IN $",AMERICAN SAMOA,0.0,0.0,
CENSUS,,,2018-02-01 00:00:00.000,CHICKENS,ALL PRODUCTION PRACTICES,,YEAR,ALL UTILIZATION PRACTICES,9510.0,,2018-01-01,$,ANIMALS & PRODUCTS,"AMERICAN SAMOA, WESTERN, TUALAUTA",,TOTAL,60.0,0.0,AMERICAN SAMOA,ANNUAL,POULTRY,ALL CLASSES,60.0,,,PUERTO RICO & OUTLYING AREAS,,,"AMERICAN SAMOA, WESTERN, TUALAUTA",52.5,SALES,AS,,NOT SPECIFIED,"CHICKENS - SALES, MEASURED IN $",AMERICAN SAMOA,0.0,0.0,
CENSUS,,,2018-02-01 00:00:00.000,CHICKENS,ALL PRODUCTION PRACTICES,,YEAR,ALL UTILIZATION PRACTICES,9510.0,,2018-01-01,$,ANIMALS & PRODUCTS,AMERICAN SAMOA,,AREA OPERATED,60.0,0.0,AMERICAN SAMOA,ANNUAL,POULTRY,INCL EGGS,60.0,,,PUERTO RICO & OUTLYING AREAS,,,AMERICAN SAMOA,(D),SALES,AS,,AREA OPERATED: (1.0 TO 2.0 ACRES),"CHICKENS, INCL EGGS - SALES, MEASURED IN $",AMERICAN SAMOA,0.0,0.0,
CENSUS,,,2018-02-01 00:00:00.000,CHICKENS,ALL PRODUCTION PRACTICES,,YEAR,ALL UTILIZATION PRACTICES,9510.0,,2018-01-01,$,ANIMALS & PRODUCTS,AMERICAN SAMOA,,AREA OPERATED,60.0,0.0,AMERICAN SAMOA,ANNUAL,POULTRY,INCL EGGS,60.0,,,PUERTO RICO & OUTLYING AREAS,,,AMERICAN SAMOA,(D),SALES,AS,,AREA OPERATED: (10.0 TO 19.0 ACRES),"CHICKENS, INCL EGGS - SALES, MEASURED IN $",AMERICAN SAMOA,0.0,0.0,
CENSUS,,,2018-02-01 00:00:00.000,CHICKENS,ALL PRODUCTION PRACTICES,,YEAR,ALL UTILIZATION PRACTICES,9510.0,,2018-01-01,$,ANIMALS & PRODUCTS,AMERICAN SAMOA,,AREA OPERATED,60.0,0.0,AMERICAN SAMOA,ANNUAL,POULTRY,INCL EGGS,60.0,,,PUERTO RICO & OUTLYING AREAS,,,AMERICAN SAMOA,(D),SALES,AS,,AREA OPERATED: (20.0 TO 39.0 ACRES),"CHICKENS, INCL EGGS - SALES, MEASURED IN $",AMERICAN SAMOA,0.0,0.0,
CENSUS,,,2018-02-01 00:00:00.000,CHICKENS,ALL PRODUCTION PRACTICES,,YEAR,ALL UTILIZATION PRACTICES,9510.0,,2018-01-01,$,ANIMALS & PRODUCTS,AMERICAN SAMOA,,AREA OPERATED,60.0,0.0,AMERICAN SAMOA,ANNUAL,POULTRY,INCL EGGS,60.0,,,PUERTO RICO & OUTLYING AREAS,,,AMERICAN SAMOA,(D),SALES,AS,,AREA OPERATED: (3.0 TO 4.0 ACRES),"CHICKENS, INCL EGGS - SALES, MEASURED IN $",AMERICAN SAMOA,0.0,0.0,
CENSUS,,,2018-02-01 00:00:00.000,CHICKENS,ALL PRODUCTION PRACTICES,,YEAR,ALL UTILIZATION PRACTICES,9510.0,,2018-01-01,$,ANIMALS & PRODUCTS,AMERICAN SAMOA,,AREA OPERATED,60.0,0.0,AMERICAN SAMOA,ANNUAL,POULTRY,INCL EGGS,60.0,,,PUERTO RICO & OUTLYING AREAS,,,AMERICAN SAMOA,(D),SALES,AS,,AREA OPERATED: (5.0 TO 7.0 ACRES),"CHICKENS, INCL EGGS - SALES, MEASURED IN $",AMERICAN SAMOA,0.0,0.0,
CENSUS,,,2018-02-01 00:00:00.000,CHICKENS,ALL PRODUCTION PRACTICES,,YEAR,ALL UTILIZATION PRACTICES,9510.0,,2018-01-01,$,ANIMALS & PRODUCTS,AMERICAN SAMOA,,AREA OPERATED,60.0,0.0,AMERICAN SAMOA,ANNUAL,POULTRY,INCL EGGS,60.0,,,PUERTO RICO & OUTLYING AREAS,,,AMERICAN SAMOA,(D),SALES,AS,,AREA OPERATED: (LESS THAN 1.0 ACRES),"CHICKENS, INCL EGGS - SALES, MEASURED IN $",AMERICAN SAMOA,0.0,0.0,
CENSUS,,,2018-02-01 00:00:00.000,CHICKENS,ALL PRODUCTION PRACTICES,,YEAR,ALL UTILIZATION PRACTICES,9510.0,,2018-01-01,$,ANIMALS & PRODUCTS,AMERICAN SAMOA,,FARM SALES,60.0,0.0,AMERICAN SAMOA,ANNUAL,POULTRY,INCL EGGS,60.0,,,PUERTO RICO & OUTLYING AREAS,,,AMERICAN SAMOA,(D),SALES,AS,,"FARM SALES: (1,200 TO 2,499 $)","CHICKENS, INCL EGGS - SALES, MEASURED IN $",AMERICAN SAMOA,0.0,0.0,
CENSUS,,,2018-02-01 00:00:00.000,CHICKENS,ALL PRODUCTION PRACTICES,,YEAR,ALL UTILIZATION PRACTICES,9510.0,,2018-01-01,$,ANIMALS & PRODUCTS,AMERICAN SAMOA,,FARM SALES,60.0,0.0,AMERICAN SAMOA,ANNUAL,POULTRY,INCL EGGS,60.0,,,PUERTO RICO & OUTLYING AREAS,,,AMERICAN SAMOA,49.7,SALES,AS,,"FARM SALES: (10,000 OR MORE $)","CHICKENS, INCL EGGS - SALES, MEASURED IN $",AMERICAN SAMOA,0.0,0.0,
CENSUS,,,2018-02-01 00:00:00.000,CHICKENS,ALL PRODUCTION PRACTICES,,YEAR,ALL UTILIZATION PRACTICES,9510.0,,2018-01-01,$,ANIMALS & PRODUCTS,AMERICAN SAMOA,,FARM SALES,60.0,0.0,AMERICAN SAMOA,ANNUAL,POULTRY,INCL EGGS,60.0,,,PUERTO RICO & OUTLYING AREAS,,,AMERICAN SAMOA,(D),SALES,AS,,FARM SALES: (100 TO 499 $),"CHICKENS, INCL EGGS - SALES, MEASURED IN $",AMERICAN SAMOA,0.0,0.0,
CENSUS,,,2018-02-01 00:00:00.000,CHICKENS,ALL PRODUCTION PRACTICES,,YEAR,ALL UTILIZATION PRACTICES,9510.0,,2018-01-01,$,ANIMALS & PRODUCTS,AMERICAN SAMOA,,FARM SALES,60.0,0.0,AMERICAN SAMOA,ANNUAL,POULTRY,INCL EGGS,60.0,,,PUERTO RICO & OUTLYING AREAS,,,AMERICAN SAMOA,54.9,SALES,AS,,"FARM SALES: (2,500 TO 4,999 $)","CHICKENS, INCL EGGS - SALES, MEASURED IN $",AMERICAN SAMOA,0.0,0.0,
